bpost_1,bpost_2,bpost_3,bpost_4,bpost_5,bpost_6,arm_rot_1,arm_rot_2,arm_rot_3,arm_rot_4
0.0,0.0,0.0,0.0,0.0,0.0,-0.00050500000000000002,0.003045,9.4999999999999992e-05,-0.99999500000000008
-15.764558566170511,28.39225381721694,101.95019652342161,15.779405214449913,-28.384339146041146,-101.95010356587423,0.00023599999999999999,0.0034350000000000001,-0.00046200000000000001,-0.99999400000000005
-71.213399980478471,-2.148130937605373,104.277202890666,71.228866155732362,2.1558348359610022,-104.27726180745154,-0.00018600000000000002,0.002898,-7.0999999999999991e-05,-0.99999599999999988
-57.140570393897377,6.8928985335174104,96.720467010095902,57.168301327379339,-6.8858839227377615,-96.72091724985286,0.00087799999999999998,0.0039979999999999998,-0.00097999999999999997,-0.99999099999999996
-40.441103506195248,16.008084279138011,90.216269530152118,40.482822328611931,-16.004515565962876,-90.216470177512576,0.00058600000000000004,0.0037490000000000002,-0.00075500000000000003,-0.99999199999999999
-43.587456794773885,14.752469539421668,90.529142842377553,43.6283237588259,-14.752745322238145,-90.53006871029659,0.00058600000000000004,0.0037439999999999999,-0.00083599999999999994,-0.99999199999999999
-36.926009022615155,18.748326945645879,90.486469052661562,36.970385375835285,-18.748803530795964,-90.488065847044041,-4.3000000000000002e-05,0.0034969999999999997,-0.00035599999999999998,-0.99999400000000005
-29.646530248633141,20.241126578131592,84.893212844255913,29.699912297327231,-20.247180209114553,-84.89138577270414,0.00054699999999999996,0.0037979999999999997,-0.00069299999999999993,-0.99999199999999999
-27.486650413973464,21.155353960191057,79.424699698669244,27.550186177321656,-21.169021844170757,-79.422479510360333,-0.0011349999999999999,0.003019,0.00044100000000000004,-0.99999500000000008
-25.904262454702287,22.388508823509955,76.647407132562776,25.974345075697446,-22.406510181074935,-76.645990955732685,0.00071699999999999997,0.0040070000000000001,-0.00088699999999999988,-0.99999099999999996
-25.793673120811974,22.478290009595582,76.870820077164936,25.86427679621233,-22.496348599492087,-76.869385895315872,0.00037300000000000001,0.0037600000000000003,-0.0006730000000000001,-0.99999300000000002
-26.04728632764694,22.437772604635779,77.072390851136078,26.118196962461511,-22.456096150918118,-77.070943131501949,0.0010640000000000001,0.0040010000000000002,-0.0010539999999999998,-0.99999099999999996
-24.722402671322133,23.171049702711706,74.588275279524794,24.798424690682175,-23.193716895295459,-74.58701106167868,5.6999999999999996e-05,0.0033450000000000003,-0.000185,-0.99999400000000005
-25.153554670969509,22.729803949082928,74.521394185504832,25.230950275292692,-22.752714458794117,-74.519184425596066,-0.000121,0.0034479999999999997,-0.00024600000000000002,-0.99999400000000005
-22.980550544423608,21.703985409957717,68.348566345411783,23.065656605160338,-21.738107870695291,-68.342492206142225,-0.00033999999999999997,0.0030969999999999999,-7.9000000000000009e-05,-0.99999500000000008
-22.065213764160113,21.525691036344426,65.132341693442427,22.151158301683758,-21.57003680846335,-65.125047975078928,0.0011919999999999999,0.0043939999999999995,-0.001361,-0.99998899999999991
-20.630456702818197,22.234019137247486,64.93719948642898,20.717623879877998,-22.279276871497995,-64.930021241673572,0.00060499999999999996,0.0037649999999999997,-0.00079799999999999999,-0.99999199999999999
