bpost_1,bpost_2,bpost_3,bpost_4,bpost_5,bpost_6,arm_rot_1,arm_rot_2,arm_rot_3,arm_rot_4
0.0,0.0,0.0,0.0,0.0,0.0,0.0014089999999999999,-0.019430000000000003,0.0014649999999999999,-0.99980900000000006
-1.0921395475071438,1.5984671346117167,-2.749330729430091,1.3551384250554683,-1.604985156528044,2.625701416329417,0.0015890000000000001,-0.019422999999999999,0.00148,-0.99980900000000006
0.52995244395782493,1.5592949769728062,-3.5069268331921251,-0.18047293369642148,-1.5672029185923675,3.3425329551697018,0.001449,-0.019433000000000002,0.001294,-0.99980900000000006
0.92569690233140989,1.5498733104547018,-3.6907387816527617,-0.53275593708993085,-1.5586182130770316,3.5058210130060345,0.0015150000000000001,-0.019321000000000001,0.0013189999999999999,-0.99981100000000001
0.755718786714624,1.5541451504288468,-3.6100518958758556,-0.33690125396017834,-1.5632621669821876,3.4129372439078907,0.001516,-0.019584999999999998,0.0015410000000000001,-0.99980599999999997
-0.62219847314113963,1.5813178169634288,-2.9564388570209417,1.0592356845326663,-1.5913635639650705,2.7505371980775521,0.001524,-0.019427,0.001539,-0.99980900000000006
0.068391321970032948,1.5664381002248642,-3.2837697466571107,0.38137423545177995,-1.5769644750546044,3.0720155537214069,0.0014430000000000001,-0.019449000000000001,0.001526,-0.99980900000000006
0.053983692104139891,1.5669495617393918,-3.2766412571007351,0.40487742776161895,-1.5775167764198161,3.0605869348468033,0.001495,-0.019463000000000001,0.00148,-0.99980800000000003
0.0021700038548218004,1.5676056684262472,-3.2512153303432285,0.46408261434800835,-1.5784155588681139,3.0316684354811905,0.0014089999999999999,-0.019611,0.0013680000000000001,-0.99980599999999997
-0.042102717300835479,1.5686446791134709,-3.2307615020797513,0.51402482299764074,-1.5794801431823629,3.0084776172862533,0.001562,-0.019369999999999998,0.001449,-0.99981000000000009
-0.067717620798262601,1.5693126750383661,-3.2183387453529484,0.54428846540457698,-1.5801835454409483,2.993884705743671,0.0014660000000000001,-0.019428999999999998,0.001523,-0.99980900000000006
-0.18873462856571166,1.5722727454023797,-3.1618128017861693,0.66906668447685291,-1.5830981881951036,2.9355591058686947,0.0014250000000000001,-0.019321999999999999,0.0014400000000000001,-0.99981100000000001
0.14556413812876912,1.5651164173653362,-3.3200936433126884,0.33828706572271727,-1.5761528808518195,3.0922476055469765,0.0014970000000000001,-0.019424,0.001449,-0.99980900000000006
0.0057493420034546716,1.5672908481047376,-3.2526927803817678,0.4811644866845981,-1.5785418224617764,3.0233333129411477,0.001537,-0.019452000000000001,0.0014499999999999999,-0.99980900000000006
0.017426243092280913,1.5669851294158224,-3.2578962843908821,0.47192975168128903,-1.5782589469602539,3.0273841933390626,0.001459,-0.019701,0.001353,-0.99980400000000014
-0.085722008033783936,1.5695164763446336,-3.2097135856128816,0.57711383497499469,-1.5807452557735311,2.9782192733671735,0.0015609999999999999,-0.018963999999999998,0.0014210000000000002,-0.99981799999999998
-0.23265512981921432,1.5731347304839911,-3.1411316269531362,0.72581436996382109,-1.5843114141961565,2.9087990251118825,0.0014990000000000001,-0.01942,0.0015330000000000001,-0.99980900000000006
-0.4740406910913606,1.5788538500143074,-3.0280502426102345,0.9686474000913492,-1.58992064780839,2.7950326204677722,0.001493,-0.019203000000000001,0.001389,-0.99981299999999995
-0.11395991410225292,1.5700785371374877,-3.1960081551769717,0.61011509584785273,-1.5812489275911983,2.9621546862528234,0.0014550000000000001,-0.019434,0.0014609999999999998,-0.99980900000000006
-0.10822995887137155,1.5698881104443507,-3.1985649471582351,0.60575685947631008,-1.5810838577606818,2.9640586007200311,0.0014810000000000001,-0.019875999999999998,0.001495,-0.99980000000000002
-0.11984851278596054,1.5702100467112299,-3.1931726855933995,0.61855876131498988,-1.581391897670386,2.958102773399955,0.001588,-0.019435000000000001,0.0015169999999999999,-0.99980900000000006
0.078862148042358804,1.5661861183252299,-3.2875473496784045,0.42101011063674498,-1.5774488819248247,3.0519574431061072,0.001462,-0.019434,0.0014859999999999999,-0.99980900000000006
0.0045471996831452088,1.5680506459210843,-3.2528286202574854,0.49625565146961392,-1.5792752655926827,3.0168049663103229,0.001521,-0.019459999999999998,0.0013830000000000001,-0.99980900000000006
-0.31359184802013118,1.5742317562510038,-3.1016405097414541,0.81556025301733115,-1.5856861987859037,2.865009324224129,0.0014880000000000002,-0.019418000000000001,0.001472,-0.99980900000000006
